moodle_user_key,term_code,course_shells,login_count,page_views,assignments_submitted,forum_posts,quiz_attempts,last_activity_date,lms_platform
mdl_s000001,2024SP,4,27,3949,35,1,24,2024-04-01,Moodle
mdl_s000002,2024SP,5,27,3559,39,6,2,2024-04-15,Moodle
mdl_s000479,2024SP,6,99,667,33,29,6,2024-04-01,Moodle
mdl_s000007,2024SP,4,56,2191,63,35,18,2024-04-28,Moodle
mdl_s000008,2024SP,3,98,2169,25,29,19,2024-04-14,Moodle
mdl_s000011,2024SP,3,111,313,16,9,21,2024-04-19,Moodle
mdl_s000012,2024SP,6,58,3478,23,15,18,2024-04-01,Moodle
mdl_s000013,2024SP,6,77,2744,20,2,6,2024-04-20,Moodle
mdl_s000015,2024SP,6,138,1707,37,18,11,2024-04-08,Moodle
mdl_s000016,2024SP,5,133,3466,50,21,7,2024-04-09,Moodle
mdl_s000017,2024SP,6,120,2305,53,20,4,2024-04-28,Moodle
mdl_s000018,2024SP,4,133,1881,23,23,3,2024-04-16,Moodle
mdl_s000019,2024SP,6,101,3180,52,10,20,2024-04-28,Moodle
mdl_s000020,2024SP,5,39,110,53,26,6,2024-04-20,Moodle
mdl_s000022,2024SP,3,38,2229,9,34,0,2024-04-17,Moodle
mdl_s000026,2024SP,6,75,1039,17,12,1,2024-04-24,Moodle
mdl_s000027,2024SP,3,18,994,37,10,3,2024-04-18,Moodle
mdl_s000028,2024SP,3,89,90,0,26,9,2024-04-16,Moodle
mdl_s000029,2024SP,4,58,3807,42,15,9,2024-04-25,Moodle
mdl_s000032,2024SP,5,125,454,51,23,5,2024-04-25,Moodle
mdl_s000033,2024SP,5,16,1185,40,10,15,2024-04-10,Moodle
mdl_s000037,2024SP,6,110,419,2,34,8,2024-04-26,Moodle
mdl_s000039,2024SP,6,98,1796,25,19,19,2024-04-13,Moodle
mdl_s000040,2024SP,6,140,4011,33,33,2,2024-04-27,Moodle
mdl_s000041,2024SP,6,138,1469,53,21,18,2024-04-11,Moodle
mdl_s000042,2024SP,4,138,3796,59,13,11,2024-04-28,Moodle
mdl_s000043,2024SP,6,121,361,31,14,11,2024-04-11,Moodle
mdl_s000044,2024SP,4,49,2187,23,8,24,2024-04-01,Moodle
mdl_s000049,2024SP,3,97,912,15,15,11,2024-04-20,Moodle
mdl_s000050,2024SP,5,62,2595,30,21,16,2024-04-26,Moodle
mdl_s000051,2024SP,3,79,1898,5,20,25,2024-04-20,Moodle
mdl_s000053,2024SP,5,43,1660,9,12,21,2024-04-25,Moodle
mdl_s000054,2024SP,3,12,2515,16,1,3,2024-04-01,Moodle
mdl_s000055,2024SP,4,112,1977,56,14,3,2024-04-06,Moodle
mdl_s000056,2024SP,3,121,1926,60,12,3,2024-04-02,Moodle
mdl_s000057,2024SP,4,92,2064,22,20,23,2024-04-06,Moodle
mdl_s000058,2024SP,5,128,4195,34,32,11,2024-04-16,Moodle
mdl_s000059,2024SP,4,37,264,20,33,12,2024-04-07,Moodle
mdl_s000060,2024SP,4,34,2744,37,6,0,2024-04-12,Moodle
mdl_s000061,2024SP,3,92,3724,44,2,20,2024-04-10,Moodle
mdl_s000062,2024SP,6,116,906,3,20,9,2024-04-02,Moodle
mdl_s000064,2024SP,6,78,1978,9,26,14,2024-04-10,Moodle
mdl_s000065,2024SP,5,85,2410,16,25,2,2024-04-02,Moodle
mdl_s000066,2024SP,5,97,219,13,11,16,2024-04-09,Moodle
mdl_s000068,2024SP,3,27,3600,7,27,10,2024-04-02,Moodle
mdl_s000072,2024SP,5,138,3613,51,19,25,2024-04-02,Moodle
mdl_s000073,2024SP,3,129,557,23,33,8,2024-04-03,Moodle
mdl_s000074,2024SP,6,73,535,4,20,0,2024-04-04,Moodle
mdl_s000075,2024SP,3,110,1243,9,0,25,2024-04-07,Moodle
mdl_s000076,2024SP,6,38,96,62,25,6,2024-04-07,Moodle
mdl_s000080,2024SP,4,18,281,60,12,19,2024-04-20,Moodle
mdl_s000081,2024SP,4,29,1557,30,29,1,2024-04-10,Moodle
mdl_s000082,2024SP,6,133,3818,2,5,15,2024-04-08,Moodle
mdl_s000085,2024SP,5,95,1952,43,25,4,2024-04-25,Moodle
mdl_s000086,2024SP,4,64,3238,55,31,0,2024-04-28,Moodle
mdl_s000087,2024SP,6,24,3386,57,11,9,2024-04-15,Moodle
mdl_s000089,2024SP,4,52,1491,51,33,13,2024-04-21,Moodle
mdl_s000090,2024SP,3,55,3055,31,13,18,2024-04-27,Moodle
mdl_s000092,2024SP,4,82,3847,39,15,13,2024-04-07,Moodle
mdl_s000093,2024SP,5,75,1226,40,35,6,2024-04-03,Moodle
mdl_s000095,2024SP,6,137,2068,40,10,1,2024-04-01,Moodle
mdl_s000096,2024SP,3,84,1367,40,32,13,2024-04-02,Moodle
mdl_s000098,2024SP,3,96,1340,57,0,3,2024-04-12,Moodle
mdl_s000099,2024SP,3,120,3941,14,23,19,2024-04-05,Moodle
mdl_s000100,2024SP,6,123,2318,35,6,18,2024-04-25,Moodle
mdl_s000101,2024SP,6,16,3919,13,14,16,2024-04-28,Moodle
mdl_s000102,2024SP,5,50,3624,22,7,25,2024-04-05,Moodle
mdl_s000103,2024SP,6,66,2190,43,7,18,2024-04-02,Moodle
mdl_s000105,2024SP,4,78,1293,32,24,21,2024-04-07,Moodle
mdl_s000106,2024SP,3,133,428,37,19,23,2024-04-04,Moodle
mdl_s000107,2024SP,6,126,981,34,11,20,2024-04-02,Moodle
mdl_s000108,2024SP,5,26,1944,42,30,1,2024-04-03,Moodle
mdl_s000109,2024SP,3,17,3354,64,29,18,2024-04-04,Moodle
mdl_s000113,2024SP,6,119,337,59,27,4,2024-04-12,Moodle
mdl_s000114,2024SP,6,23,1594,50,32,7,2024-04-14,Moodle
mdl_s000115,2024SP,3,106,2693,62,34,18,2024-04-16,Moodle
mdl_s000117,2024SP,3,74,1154,3,27,24,2024-04-24,Moodle
mdl_s000119,2024SP,6,37,2003,22,16,24,2024-04-12,Moodle
mdl_s000121,2024SP,5,72,3364,62,29,13,2024-04-27,Moodle
mdl_s000124,2024SP,3,29,93,40,35,6,2024-04-05,Moodle
mdl_s000125,2024SP,3,46,177,53,20,9,2024-04-15,Moodle
mdl_s000126,2024SP,3,112,325,65,14,12,2024-04-18,Moodle
mdl_s000129,2024SP,6,117,3200,21,32,5,2024-04-24,Moodle
mdl_s000130,2024SP,3,41,1689,16,14,18,2024-04-10,Moodle
mdl_s000131,2024SP,3,110,1713,47,22,17,2024-04-08,Moodle
mdl_s000132,2024SP,3,132,2767,18,8,22,2024-04-24,Moodle
mdl_s000133,2024SP,4,18,3814,55,17,6,2024-04-03,Moodle
mdl_s000135,2024SP,5,15,1567,48,16,12,2024-04-02,Moodle
mdl_s000136,2024SP,4,56,4037,17,10,11,2024-04-07,Moodle
mdl_s000137,2024SP,5,30,2379,22,0,1,2024-04-04,Moodle
mdl_s000138,2024SP,4,58,3155,29,34,25,2024-04-04,Moodle
mdl_s000141,2024SP,5,23,968,49,2,19,2024-04-10,Moodle
mdl_s000143,2024SP,5,136,677,64,13,4,2024-04-15,Moodle
mdl_s000144,2024SP,3,26,1105,41,12,16,2024-04-06,Moodle
mdl_s000145,2024SP,5,50,2774,53,28,7,2024-04-24,Moodle
mdl_s000146,2024SP,5,25,1484,28,23,10,2024-04-16,Moodle
mdl_s000147,2024SP,6,133,3063,14,28,4,2024-04-22,Moodle
mdl_s000148,2024SP,6,77,4128,30,31,12,2024-04-15,Moodle
mdl_s000150,2024SP,5,89,387,57,10,13,2024-04-18,Moodle
mdl_s000151,2024SP,5,119,1143,64,34,5,2024-04-18,Moodle
mdl_s000153,2024SP,5,79,490,49,26,11,2024-04-21,Moodle
mdl_s000154,2024SP,4,32,718,30,17,3,2024-04-18,Moodle
mdl_s000155,2024SP,6,15,229,54,31,1,2024-04-11,Moodle
mdl_s000156,2024SP,3,68,3303,2,16,16,2024-04-21,Moodle
mdl_s000159,2024SP,4,20,2018,63,7,14,2024-04-01,Moodle
